Product ID,Product Name,Product Price,Unit Price,Date of Transaction,Hour of Transaction,Country
6,Dress Shirt,9,87.91,2020-09-24,07:45,Luxembourg
6,Dress Pants,8,14.51,2020-11-26,04:59,Liechtenstein
1,Dress Pants,16,54.38,2020-07-16,05:11,Liechtenstein
2,Dress Pants,9,66.13,2020-05-15,18:00,Bulgaria
10,Dress Pants,19,11.63,2020-08-16,10:49,Finland
1,Dress Shirt,1,75.87,2020-04-10,09:15,Liechtenstein
4,Sweatpants,8,39.32,2020-11-10,20:07,Croatia
3,Casual Shoes,7,82.45,2020-09-27,13:16,Belgium
10,Jeans,14,77.85,2020-09-27,18:09,Liechtenstein
7,Dress Shirt,3,25.23,2020-10-17,11:08,Malta
2,Sweatpants,14,14.51,2020-11-29,18:32,Poland
1,Dress Pants,19,28.31,2020-02-17,16:43,Denmark
9,Sneakers,13,92.96,2020-10-29,07:57,Ireland
3,Long Sleeve Shirt,6,85.11,2020-10-07,15:44,Estonia
10,Polo Shirt,13,57.49,2020-10-12,19:34,Liechtenstein
5,Long Sleeve Shirt,14,32.68,2020-02-24,03:21,Cyprus
7,Long Sleeve Shirt,17,70.75,2020-04-13,10:27,Ireland
7,Dress Shirt,10,97.56,2020-02-09,02:07,Norway
2,Dress Pants,7,59.15,2020-07-17,09:42,France
2,Sweatpants,17,11.82,2020-02-25,18:30,Italy
9,Dress Shoes,11,61.46,2020-12-15,23:29,Netherlands
7,Jeans,19,32.04,2020-10-03,18:49,Bulgaria
1,Polo Shirt,2,39.94,2020-12-17,13:40,Romania
2,Polo Shirt,16,41.04,2020-04-13,01:56,Lithuania
9,Sneakers,4,86.83,2020-08-19,14:17,Malta
1,Dress Shoes,3,35.3,2020-03-14,07:10,Cyprus
8,Long Sleeve Shirt,6,70.82,2020-09-03,10:58,Germany
9,Casual Shoes,2,20.59,2020-11-18,22:05,Liechtenstein
5,Sweatpants,20,91.1,2020-03-01,14:14,Denmark
10,Dress Shoes,6,42.52,2020-12-13,16:58,Cyprus
5,Polo Shirt,16,26.11,2020-06-10,13:04,Finland
1,Sweatpants,11,33.55,2020-07-28,02:04,Poland
8,Casual Shoes,20,59.26,2020-10-17,11:59,Croatia
2,Jeans,14,99.85,2020-04-10,23:13,Poland
4,Casual Shoes,3,32.28,2020-05-09,10:42,Iceland
1,Sweatpants,14,43.55,2020-04-14,01:53,Slovenia
4,Sports Shoes,12,14.36,2020-05-09,00:09,Luxembourg
1,Jeans,1,77.13,2020-12-05,11:33,Estonia
2,Casual Shoes,11,48.43,2020-07-04,11:51,Romania
9,Sweatpants,6,85.73,2020-10-19,21:04,Poland
5,Jeans,19,11.49,2020-07-02,05:36,Luxembourg
6,Polo Shirt,20,32.01,2020-05-26,20:44,Poland
10,Dress Shoes,18,46.9,2020-01-31,22:46,Norway
3,Jeans,17,99.81,2020-05-22,16:57,Latvia
2,Dress Shirt,6,59.14,2020-04-25,06:47,Portugal
9,Sweatpants,13,29.59,2020-08-14,16:20,Denmark
10,Sweatpants,10,76.65,2020-01-11,23:56,Greece
2,Dress Shirt,20,27.49,2020-10-30,16:12,Estonia
10,Casual Shoes,16,81.27,2020-05-31,02:39,Cyprus
9,Dress Shirt,2,95.84,2020-09-07,14:33,Slovenia
3,Dress Pants,2,74.64,2020-06-21,20:37,Denmark
6,Long Sleeve Shirt,10,19.39,2020-01-22,04:58,Germany
5,Sweatpants,11,92.49,2020-08-29,16:29,Estonia
8,Dress Shirt,6,67.19,2020-02-08,12:38,France
1,Dress Shoes,7,99.52,2020-06-26,03:56,Czech Republic
1,Jeans,10,39.16,2020-09-29,04:30,Cyprus
6,Dress Shirt,1,66.97,2020-03-26,13:40,Cyprus
3,Sneakers,4,47.84,2020-09-10,20:10,Czech Republic
7,Jeans,14,13.7,2020-02-15,17:14,Malta
4,Dress Shoes,15,77.86,2020-03-17,18:05,Greece
7,Long Sleeve Shirt,10,81.15,2020-06-19,00:13,France
4,Long Sleeve Shirt,17,32.98,2020-08-17,18:51,Netherlands
4,Casual Shoes,3,99.97,2020-04-28,19:40,Slovenia
4,Dress Pants,20,54.86,2020-02-24,19:24,Iceland
8,Casual Shoes,5,58.81,2020-07-03,14:14,Portugal
10,Dress Shoes,4,13.58,2020-01-04,17:27,Slovakia
9,Polo Shirt,17,60.52,2020-01-13,02:54,Latvia
4,Dress Shirt,17,69.26,2020-12-27,11:52,Luxembourg
7,Long Sleeve Shirt,19,33.43,2020-12-09,08:15,Sweden
8,Polo Shirt,9,37.77,2020-04-10,04:16,Romania
6,Long Sleeve Shirt,2,95.67,2020-09-23,16:17,Austria
2,Sneakers,8,25.23,2020-07-31,23:38,Czech Republic
7,Casual Shoes,15,60.85,2020-05-25,21:10,Estonia
8,Casual Shoes,15,25.89,2020-01-20,03:49,Sweden
7,Dress Shoes,15,26.25,2020-08-15,10:27,Lithuania
1,Sports Shoes,4,71.17,2020-12-21,04:46,Bulgaria
9,Dress Shirt,8,77.86,2020-09-12,17:23,France
10,Dress Pants,4,69.59,2020-08-18,13:26,Luxembourg
4,Dress Pants,6,66.8,2020-10-29,04:44,Slovakia
1,Sweatpants,9,12.98,2020-12-18,02:06,Croatia
7,Casual Shoes,5,93.75,2020-09-30,10:54,Cyprus
4,Sweatpants,16,40.1,2020-03-18,01:02,Italy
10,Casual Shoes,11,38.8,2020-03-22,16:55,Belgium
1,Dress Shirt,6,13.0,2020-04-06,02:39,Hungary
7,Polo Shirt,1,96.32,2020-05-07,03:20,Slovenia
1,Dress Shoes,11,74.77,2020-05-16,05:30,Denmark
10,Dress Shoes,1,24.95,2020-12-14,00:42,Germany
1,Jeans,10,90.09,2020-09-24,16:45,Romania
5,Sweatpants,10,99.81,2020-01-24,10:20,Malta
4,Sports Shoes,9,99.06,2020-10-11,01:28,Liechtenstein
3,Casual Shoes,8,32.82,2020-07-09,01:43,Germany
1,Polo Shirt,19,33.17,2020-02-27,13:38,Czech Republic
7,Dress Pants,2,18.77,2020-09-29,05:28,Sweden
8,Polo Shirt,20,82.8,2020-05-21,14:56,Luxembourg
6,Polo Shirt,3,41.1,2020-01-27,06:51,Malta
4,Sports Shoes,1,87.98,2020-05-03,09:53,Slovenia
10,Dress Shirt,6,22.4,2020-06-16,18:59,France
1,Long Sleeve Shirt,12,97.63,2020-09-16,11:21,Germany
10,Dress Shirt,15,56.86,2020-06-19,19:11,Norway
8,Sweatpants,9,94.84,2020-12-22,12:47,Estonia
10,Sports Shoes,20,10.34,2020-04-02,22:08,Iceland
3,Jeans,18,85.3,2020-05-10,12:46,Hungary
8,Sweatpants,14,86.47,2020-06-04,01:40,Romania
4,Dress Pants,13,70.02,2020-01-26,08:37,Greece
3,Sneakers,12,82.73,2020-08-18,22:14,Cyprus
2,Casual Shoes,12,54.94,2020-11-23,17:23,Cyprus
10,Jeans,14,89.16,2020-12-30,23:31,Sweden
6,Casual Shoes,12,78.37,2020-04-07,18:33,Romania
1,Jeans,14,19.72,2020-10-03,22:56,Liechtenstein
2,Long Sleeve Shirt,3,14.88,2020-10-24,17:45,Luxembourg
1,Sweatpants,14,46.22,2020-05-22,13:01,Cyprus
5,Dress Shoes,2,29.64,2020-01-09,15:52,Estonia
3,Long Sleeve Shirt,14,62.34,2020-09-09,16:34,Austria
9,Dress Pants,11,10.23,2020-04-03,15:12,Germany
6,Dress Shirt,8,88.24,2020-05-13,08:39,Iceland
1,Sneakers,19,68.24,2020-08-11,19:29,Ireland
9,Dress Shirt,16,30.7,2020-05-19,11:25,Belgium
10,Sweatpants,14,21.84,2020-12-18,00:55,Slovenia
9,Dress Shoes,9,14.68,2020-09-09,10:42,Iceland
4,Dress Pants,12,58.28,2020-10-13,08:07,France
3,Long Sleeve Shirt,18,53.52,2020-10-15,12:22,Malta
10,Long Sleeve Shirt,13,24.66,2020-03-15,06:18,Slovakia
8,Sweatpants,5,62.74,2020-03-30,12:31,Croatia
2,Sweatpants,6,23.68,2020-11-10,19:45,Latvia
1,Sports Shoes,1,71.13,2020-12-13,07:11,Greece
2,Sweatpants,5,17.94,2020-02-22,07:24,Greece
7,Dress Pants,1,13.83,2020-11-21,20:59,Portugal
2,Dress Shirt,15,64.59,2020-01-26,18:24,Italy
9,Casual Shoes,5,93.72,2020-03-19,15:56,Latvia
4,Sweatpants,6,10.48,2020-07-26,16:15,Portugal
10,Sneakers,6,49.62,2020-04-21,04:37,Poland
4,Polo Shirt,16,45.56,2020-05-29,22:59,Lithuania
5,Jeans,17,31.25,2020-06-28,14:22,Ireland
6,Jeans,9,58.71,2020-01-22,06:19,Bulgaria
6,Sweatpants,13,46.03,2020-08-04,02:29,Denmark
4,Sneakers,5,43.46,2020-11-29,09:57,Denmark
10,Dress Pants,11,27.71,2020-12-14,06:49,Slovakia
5,Long Sleeve Shirt,1,23.5,2020-01-23,09:24,Netherlands
6,Casual Shoes,8,90.67,2020-10-19,18:59,Germany
3,Casual Shoes,13,22.34,2020-12-05,17:37,Hungary
1,Polo Shirt,15,59.85,2020-06-21,04:24,Estonia
6,Dress Pants,15,58.26,2020-07-20,04:33,Belgium
5,Dress Shirt,8,28.68,2020-03-27,03:26,Greece
5,Sneakers,12,43.51,2020-01-12,04:22,Germany
8,Casual Shoes,11,50.17,2020-07-17,10:45,Poland
3,Sweatpants,8,56.83,2020-10-02,13:20,Slovakia
9,Jeans,2,35.84,2020-12-30,04:59,Spain
10,Dress Shirt,3,49.81,2020-01-18,17:16,Belgium
5,Polo Shirt,17,97.31,2020-02-10,08:47,France
4,Dress Shirt,5,40.58,2020-10-31,00:10,Lithuania
9,Polo Shirt,16,85.87,2020-09-18,06:55,Austria
3,Polo Shirt,4,46.08,2020-09-05,02:07,France
5,Sports Shoes,19,73.91,2020-12-05,19:16,Ireland
2,Polo Shirt,3,14.57,2020-01-18,06:20,Bulgaria
8,Dress Shoes,9,82.83,2020-03-09,03:56,Germany
1,Dress Pants,9,29.44,2020-05-26,17:33,Liechtenstein
2,Dress Pants,13,99.84,2020-06-29,03:59,Hungary
10,Sports Shoes,14,11.15,2020-05-01,07:23,Norway
9,Dress Shirt,12,87.14,2020-07-06,03:27,Poland
4,Dress Pants,3,14.93,2020-12-16,07:24,Estonia
4,Sneakers,9,11.84,2020-05-14,19:24,Liechtenstein
4,Long Sleeve Shirt,3,84.47,2020-10-07,22:42,Iceland
5,Sweatpants,15,59.16,2020-02-07,20:32,Sweden
10,Jeans,14,60.16,2020-04-20,23:17,Germany
9,Dress Shoes,8,89.98,2020-06-23,12:11,Denmark
8,Sweatpants,19,42.53,2020-12-19,23:50,Ireland
8,Casual Shoes,7,45.73,2020-10-10,23:37,Austria
10,Casual Shoes,3,61.15,2020-03-21,22:22,Ireland
7,Dress Shoes,15,25.03,2020-07-30,11:47,Poland
6,Sneakers,20,48.64,2020-02-12,12:53,Portugal
6,Dress Shoes,12,14.67,2020-01-30,07:32,Lithuania
10,Polo Shirt,9,10.64,2020-04-02,20:58,Greece
1,Dress Shoes,20,70.18,2020-12-20,07:13,Iceland
3,Casual Shoes,16,91.36,2020-10-08,01:37,Finland
6,Casual Shoes,3,62.54,2020-03-24,18:46,Slovakia
7,Casual Shoes,13,89.94,2020-06-24,20:06,Malta
10,Dress Shirt,3,52.09,2020-07-31,03:51,Hungary
8,Sports Shoes,6,84.41,2020-10-18,13:58,Germany
9,Dress Pants,11,84.99,2020-01-29,22:20,Liechtenstein
6,Long Sleeve Shirt,13,85.33,2020-10-08,02:07,Hungary
9,Sneakers,19,41.07,2020-08-06,06:00,Croatia
8,Jeans,4,42.06,2020-07-22,01:50,Germany
3,Jeans,13,14.02,2020-01-06,12:48,Liechtenstein
5,Sweatpants,3,41.92,2020-02-29,12:27,Liechtenstein
8,Dress Shoes,17,21.76,2020-07-26,05:46,Slovakia
3,Dress Pants,19,74.85,2020-09-27,20:24,Slovenia
4,Casual Shoes,7,83.58,2020-04-06,11:47,Lithuania
4,Casual Shoes,16,45.22,2020-05-01,13:34,Slovakia
1,Dress Pants,1,33.7,2020-11-18,07:48,Greece
1,Polo Shirt,20,46.53,2020-05-28,10:33,Latvia
7,Sneakers,17,44.16,2020-04-14,18:25,Germany
2,Casual Shoes,4,67.78,2020-01-23,01:56,Cyprus
5,Sports Shoes,15,92.37,2020-08-19,00:58,Italy
5,Casual Shoes,10,27.82,2020-09-25,04:49,Lithuania
7,Jeans,8,12.48,2020-01-26,04:18,Bulgaria
10,Casual Shoes,5,63.95,2020-01-03,22:10,Poland
10,Polo Shirt,13,58.03,2020-04-30,21:17,Finland
3,Sports Shoes,10,25.72,2020-01-09,00:02,Denmark
4,Casual Shoes,12,10.09,2020-12-14,14:12,Greece
3,Dress Shoes,12,85.93,2020-09-05,16:15,Latvia
6,Dress Shoes,19,38.76,2020-09-27,18:26,Italy
3,Long Sleeve Shirt,3,98.38,2020-08-29,07:28,Liechtenstein
5,Polo Shirt,10,10.7,2020-06-07,20:49,Cyprus
9,Sweatpants,15,76.35,2020-04-12,05:58,Poland
10,Sweatpants,10,84.3,2020-05-13,11:00,Finland
5,Long Sleeve Shirt,17,53.64,2020-05-11,05:41,Romania
7,Jeans,11,50.01,2020-12-05,14:57,Poland
3,Casual Shoes,14,35.89,2020-09-21,08:01,Croatia
10,Sneakers,8,85.51,2020-08-20,11:28,Ireland
6,Sweatpants,7,26.96,2020-06-15,05:48,Italy
5,Dress Pants,1,70.25,2020-11-26,07:11,Romania
5,Dress Shirt,12,11.62,2020-08-27,04:18,Bulgaria
2,Sneakers,19,10.72,2020-09-30,17:18,Lithuania
7,Long Sleeve Shirt,16,19.38,2020-12-08,19:18,Portugal
6,Dress Pants,8,60.91,2020-03-08,02:06,Portugal
3,Long Sleeve Shirt,14,44.95,2020-04-04,06:45,Belgium
2,Dress Shoes,12,15.77,2020-11-08,00:21,Slovenia
1,Polo Shirt,8,30.98,2020-03-16,20:39,Germany
8,Long Sleeve Shirt,14,84.62,2020-07-25,13:49,Greece
10,Jeans,16,63.95,2020-08-29,15:38,Latvia
4,Sweatpants,18,66.43,2020-04-14,13:13,Finland
9,Sports Shoes,14,21.91,2020-05-01,19:11,Poland
9,Polo Shirt,1,83.61,2020-09-20,20:31,Poland
4,Dress Shirt,2,75.34,2020-03-31,07:56,Liechtenstein
4,Dress Shirt,16,93.86,2020-11-23,04:14,Italy
4,Sneakers,6,35.18,2020-07-15,07:56,Netherlands
10,Casual Shoes,3,19.15,2020-01-20,12:29,Spain
2,Dress Shirt,16,70.63,2020-01-29,13:05,Romania
9,Sneakers,15,10.88,2020-05-22,05:09,Denmark
8,Dress Shirt,15,87.56,2020-04-01,05:57,Netherlands
10,Sports Shoes,19,67.86,2020-12-12,22:45,Austria
7,Sports Shoes,8,39.04,2020-05-18,23:12,Ireland
8,Dress Shoes,6,27.09,2020-06-18,06:40,Denmark
7,Sneakers,7,58.18,2020-12-01,08:59,Czech Republic
2,Polo Shirt,14,37.69,2020-07-26,17:47,France
3,Dress Pants,10,74.98,2020-09-16,17:02,Cyprus
10,Dress Pants,4,76.57,2020-10-28,08:39,Spain
7,Polo Shirt,18,35.66,2020-11-30,17:43,Poland
4,Dress Shirt,19,55.18,2020-01-22,00:15,Luxembourg
1,Dress Pants,14,96.33,2020-06-18,04:25,Lithuania
8,Polo Shirt,11,95.38,2020-02-01,18:29,Spain
8,Sneakers,3,96.98,2020-06-29,08:42,Slovenia
7,Casual Shoes,8,70.49,2020-03-16,18:42,Slovakia
1,Sweatpants,18,82.24,2020-07-31,19:28,Germany
9,Sweatpants,10,83.68,2020-04-02,18:03,Cyprus
7,Long Sleeve Shirt,7,21.81,2020-12-20,05:03,Austria
7,Jeans,7,38.56,2020-05-24,21:36,Italy
6,Polo Shirt,17,50.64,2020-09-25,17:22,Austria
9,Sports Shoes,11,54.84,2020-07-05,08:01,Slovenia
10,Long Sleeve Shirt,13,79.96,2020-04-11,18:28,Lithuania
10,Sneakers,7,51.71,2020-12-29,00:58,Lithuania
3,Dress Shirt,9,64.31,2020-10-25,16:52,Iceland
6,Dress Shoes,18,96.4,2020-12-22,11:01,Netherlands
10,Jeans,17,96.61,2020-11-04,08:01,Austria
6,Sports Shoes,20,20.85,2020-01-18,02:03,Austria
7,Dress Pants,5,86.95,2020-05-18,08:25,Iceland
6,Casual Shoes,5,34.51,2020-01-28,17:15,Iceland
7,Long Sleeve Shirt,9,97.69,2020-01-08,03:52,Italy
2,Dress Pants,20,18.96,2020-09-28,08:58,Spain
4,Long Sleeve Shirt,9,44.44,2020-12-23,20:23,Malta
10,Long Sleeve Shirt,17,48.82,2020-05-22,12:34,Sweden
8,Sports Shoes,6,36.36,2020-05-20,10:04,Spain
7,Dress Shoes,6,14.25,2020-02-05,20:29,Portugal
4,Long Sleeve Shirt,14,20.79,2020-06-18,06:49,Belgium
7,Sweatpants,18,60.29,2020-12-31,14:03,Denmark
1,Dress Shirt,9,35.56,2020-01-14,13:49,Austria
1,Polo Shirt,9,62.51,2020-10-24,00:14,Germany
6,Long Sleeve Shirt,5,34.29,2020-04-07,13:25,Italy
3,Sweatpants,13,28.51,2020-02-03,03:14,Iceland
9,Dress Shoes,5,11.0,2020-11-02,18:42,Germany
4,Jeans,15,45.95,2020-07-15,18:20,Sweden
2,Sneakers,5,52.41,2020-11-26,16:22,Spain
9,Dress Shoes,7,66.84,2020-03-01,13:05,Spain
2,Jeans,13,22.7,2020-06-18,17:55,Hungary
2,Dress Shoes,20,14.43,2020-05-03,07:44,Ireland
4,Long Sleeve Shirt,19,95.32,2020-04-01,11:40,Romania
3,Jeans,1,97.71,2020-11-24,17:26,Liechtenstein
3,Dress Pants,13,43.44,2020-01-27,18:22,Hungary
9,Sweatpants,11,37.94,2020-03-30,00:16,Slovenia
3,Dress Pants,8,88.66,2020-06-02,21:20,Portugal
8,Casual Shoes,3,22.27,2020-01-14,17:14,Romania
2,Sweatpants,9,93.11,2020-08-04,06:30,Finland
10,Sweatpants,2,59.01,2020-10-05,01:28,Germany
2,Sports Shoes,18,15.49,2020-01-26,07:09,Germany
6,Dress Shoes,10,12.87,2020-12-10,13:22,Slovenia
9,Dress Shirt,1,50.18,2020-02-17,03:35,Croatia
8,Dress Shirt,18,94.0,2020-06-03,12:27,Germany
3,Long Sleeve Shirt,5,49.75,2020-03-08,13:49,Romania
2,Polo Shirt,19,36.94,2020-08-16,17:05,Ireland
4,Dress Shirt,13,58.81,2020-11-28,06:11,Slovakia
1,Sports Shoes,17,30.21,2020-01-16,11:54,Portugal
10,Polo Shirt,9,15.63,2020-05-15,06:46,Portugal
8,Sneakers,14,34.42,2020-11-30,23:49,Estonia
7,Polo Shirt,5,69.5,2020-05-01,08:13,Norway
5,Sneakers,13,61.27,2020-11-12,13:33,Sweden
9,Polo Shirt,5,39.55,2020-07-12,10:03,Hungary
3,Dress Shoes,4,58.06,2020-03-03,14:45,Italy
10,Casual Shoes,18,39.37,2020-10-20,09:38,Estonia
10,Long Sleeve Shirt,12,93.55,2020-09-19,14:09,Ireland
9,Sweatpants,3,93.45,2020-05-03,22:51,Austria
9,Dress Shirt,3,39.96,2020-11-19,00:16,Portugal
6,Sneakers,3,68.26,2020-10-07,19:05,Netherlands
3,Casual Shoes,12,45.42,2020-01-02,04:34,Malta
3,Long Sleeve Shirt,14,50.2,2020-03-18,06:51,Netherlands
10,Long Sleeve Shirt,20,25.64,2020-05-01,08:02,Luxembourg
1,Casual Shoes,10,64.56,2020-04-20,11:23,Luxembourg
4,Jeans,15,95.85,2020-07-20,19:21,Italy
8,Sports Shoes,16,62.6,2020-09-20,02:51,Iceland
8,Long Sleeve Shirt,7,50.91,2020-09-22,03:30,Bulgaria
1,Dress Shirt,3,16.65,2020-09-14,13:53,Luxembourg
6,Sneakers,20,40.86,2020-04-01,23:14,Estonia
9,Jeans,13,37.06,2020-02-04,00:52,Malta
2,Long Sleeve Shirt,12,28.09,2020-05-15,02:04,Netherlands
1,Dress Shoes,16,45.45,2020-08-15,05:37,Greece
1,Dress Pants,18,72.72,2020-01-22,19:16,Czech Republic
9,Sports Shoes,6,59.7,2020-10-03,08:14,Czech Republic
5,Jeans,12,53.67,2020-09-07,09:40,Cyprus
8,Long Sleeve Shirt,7,82.61,2020-01-19,16:01,Slovakia
4,Dress Shoes,4,69.38,2020-06-29,16:37,Belgium
2,Dress Shoes,3,90.76,2020-04-19,22:57,France
2,Dress Shoes,18,91.52,2020-12-22,14:06,Estonia
8,Sports Shoes,8,10.91,2020-12-23,08:57,Italy
10,Jeans,14,69.89,2020-03-30,08:20,France
1,Dress Shirt,3,39.05,2020-12-04,12:11,Sweden
7,Polo Shirt,2,64.93,2020-12-13,03:32,Hungary
6,Casual Shoes,18,32.63,2020-06-19,22:19,Slovenia
2,Sneakers,17,93.08,2020-03-18,19:17,Liechtenstein
2,Sneakers,2,41.22,2020-06-10,15:42,Ireland
3,Long Sleeve Shirt,15,53.03,2020-07-07,02:54,Spain
5,Jeans,5,64.86,2020-07-04,00:20,Sweden
4,Polo Shirt,3,74.5,2020-05-06,04:04,Romania
6,Dress Pants,13,50.34,2020-07-19,06:52,Iceland
9,Dress Shirt,5,86.51,2020-08-21,21:15,Finland
5,Polo Shirt,18,86.08,2020-03-15,14:13,Ireland
9,Dress Shirt,6,35.21,2020-02-23,08:28,Cyprus
9,Polo Shirt,20,98.94,2020-05-07,16:33,Netherlands
3,Long Sleeve Shirt,16,31.03,2020-03-22,14:24,Belgium
6,Sweatpants,15,59.11,2020-11-04,12:11,Liechtenstein
3,Dress Shirt,11,94.69,2020-05-13,21:23,Ireland
6,Polo Shirt,3,53.95,2020-08-17,04:36,Poland
4,Sneakers,12,71.15,2020-09-27,09:36,Romania
10,Dress Shoes,15,34.18,2020-04-25,00:35,Lithuania
6,Sports Shoes,14,43.06,2020-01-20,08:44,Hungary
9,Long Sleeve Shirt,5,38.06,2020-09-03,06:56,Lithuania
2,Polo Shirt,1,35.89,2020-05-28,14:37,Slovenia
5,Dress Pants,16,22.72,2020-10-25,00:42,Greece
2,Polo Shirt,5,94.79,2020-11-16,12:44,Greece
4,Dress Shirt,3,31.0,2020-07-02,08:48,Iceland
7,Dress Pants,2,49.5,2020-11-21,17:00,Portugal
9,Dress Pants,12,84.7,2020-06-21,09:20,Austria
7,Dress Shoes,2,65.78,2020-06-07,21:00,Poland
8,Jeans,9,51.01,2020-08-20,03:18,Germany
7,Casual Shoes,8,76.71,2020-05-01,06:10,Hungary
4,Jeans,14,79.95,2020-10-25,23:25,Latvia
4,Sweatpants,14,51.85,2020-03-04,09:39,Portugal
8,Sports Shoes,18,53.06,2020-12-19,20:57,Latvia
1,Sneakers,9,72.98,2020-12-08,14:03,Bulgaria
1,Sneakers,14,85.18,2020-08-21,02:54,Liechtenstein
6,Polo Shirt,13,22.57,2020-09-21,16:55,France
4,Jeans,11,87.64,2020-08-28,04:38,Greece
8,Sports Shoes,15,86.64,2020-03-09,01:10,France
8,Sweatpants,14,74.22,2020-07-12,18:57,Austria
8,Polo Shirt,10,32.08,2020-11-23,02:51,Portugal
6,Sweatpants,13,31.86,2020-06-08,11:59,Malta
10,Dress Shoes,2,71.47,2020-12-18,20:40,Germany
2,Jeans,18,51.07,2020-11-08,11:28,Sweden
5,Long Sleeve Shirt,20,92.87,2020-08-07,15:11,Liechtenstein
9,Polo Shirt,14,15.68,2020-06-05,13:18,Hungary
2,Polo Shirt,12,70.96,2020-10-13,20:13,Denmark
9,Sneakers,1,57.2,2020-07-23,08:11,Slovenia
5,Dress Shoes,13,10.8,2020-07-05,16:51,Portugal
2,Sweatpants,5,58.63,2020-05-23,23:19,Poland
7,Sneakers,8,67.49,2020-10-23,23:48,Netherlands
10,Polo Shirt,5,23.57,2020-08-18,15:58,Liechtenstein
1,Long Sleeve Shirt,9,89.4,2020-04-13,10:32,Spain
3,Dress Shirt,20,65.62,2020-05-31,13:08,Iceland
4,Polo Shirt,19,87.7,2020-05-16,16:04,Norway
5,Sneakers,2,13.06,2020-03-01,12:53,Sweden
5,Sneakers,14,47.24,2020-05-29,10:59,Latvia
9,Long Sleeve Shirt,15,19.16,2020-04-21,05:47,Norway
7,Jeans,15,76.19,2020-09-03,16:19,Luxembourg
5,Jeans,5,44.41,2020-09-22,14:35,Portugal
6,Casual Shoes,15,13.75,2020-09-14,06:20,Romania
9,Dress Shirt,15,43.65,2020-08-24,10:25,Netherlands
7,Dress Pants,7,64.83,2020-12-14,06:15,Finland
2,Dress Shoes,8,12.43,2020-08-27,07:13,Sweden
1,Polo Shirt,16,91.48,2020-04-25,02:15,Poland
9,Jeans,1,50.25,2020-07-11,19:24,Portugal
7,Dress Shoes,20,88.13,2020-02-07,13:03,Belgium
9,Sweatpants,12,80.51,2020-04-30,07:46,Belgium
7,Long Sleeve Shirt,1,21.56,2020-05-02,06:23,Sweden
8,Dress Shirt,12,97.73,2020-04-27,09:19,Spain
10,Sweatpants,18,42.47,2020-07-25,13:42,France
1,Dress Shoes,8,12.29,2020-04-03,02:51,Croatia
7,Dress Pants,18,72.95,2020-07-27,23:37,Estonia
3,Dress Shoes,9,36.49,2020-10-29,05:49,Latvia
5,Dress Pants,1,95.18,2020-11-29,22:21,Czech Republic
1,Sweatpants,4,75.86,2020-03-14,04:06,Belgium
4,Sneakers,7,88.62,2020-08-09,21:39,Hungary
4,Dress Shirt,13,11.96,2020-10-31,14:04,Bulgaria
4,Dress Shoes,14,73.43,2020-05-21,20:26,Portugal
5,Dress Pants,6,94.17,2020-12-30,12:54,Ireland
8,Sports Shoes,7,84.85,2020-07-17,22:59,Finland
9,Dress Shoes,5,77.2,2020-05-02,01:06,Lithuania
7,Sports Shoes,4,67.05,2020-02-02,22:42,Portugal
8,Dress Shoes,4,37.61,2020-07-30,02:28,Lithuania
10,Long Sleeve Shirt,6,87.1,2020-05-08,12:21,Germany
3,Dress Shirt,13,25.95,2020-10-08,00:12,Slovenia
8,Long Sleeve Shirt,10,98.43,2020-05-12,11:24,Hungary
2,Dress Shirt,1,81.23,2020-07-19,16:57,Poland
6,Dress Pants,11,32.69,2020-08-18,13:32,Germany
4,Dress Shoes,7,12.07,2020-10-15,10:46,Bulgaria
9,Dress Shoes,3,33.7,2020-11-14,19:10,Sweden
1,Sports Shoes,9,51.98,2020-11-12,16:05,Norway
2,Casual Shoes,17,40.44,2020-04-02,05:49,Croatia
3,Long Sleeve Shirt,7,49.5,2020-08-18,09:59,Malta
9,Polo Shirt,17,71.2,2020-05-11,12:44,Greece
4,Dress Pants,2,61.26,2020-06-28,00:20,Netherlands
5,Sneakers,6,24.5,2020-06-17,10:00,Slovakia
2,Polo Shirt,15,81.77,2020-06-20,04:22,Liechtenstein
5,Sweatpants,3,61.78,2020-12-28,23:57,Romania
9,Casual Shoes,15,95.78,2020-11-07,06:58,France
2,Dress Shoes,11,24.16,2020-11-11,09:17,Luxembourg
1,Dress Pants,10,26.0,2020-07-17,19:17,Romania
9,Sports Shoes,20,46.2,2020-12-17,15:59,Netherlands
7,Sweatpants,12,49.95,2020-02-16,05:32,Romania
6,Sneakers,16,78.56,2020-05-13,18:30,Poland
1,Sneakers,12,51.36,2020-07-04,12:16,Denmark
10,Sweatpants,10,71.77,2020-05-15,14:39,Estonia
1,Long Sleeve Shirt,4,81.34,2020-10-27,05:30,Germany
4,Long Sleeve Shirt,18,76.72,2020-08-21,19:11,Malta
2,Dress Shoes,16,99.35,2020-01-14,16:38,Slovakia
1,Casual Shoes,9,86.8,2020-05-30,01:16,Lithuania
6,Polo Shirt,7,99.57,2020-12-31,11:17,Belgium
9,Jeans,7,11.79,2020-08-13,04:47,Luxembourg
9,Dress Pants,13,16.72,2020-02-25,22:55,Sweden
6,Dress Pants,18,40.98,2020-06-25,20:57,Spain
2,Sweatpants,7,42.44,2020-05-05,17:12,Sweden
